,time,review,like,url
66,2021. 1. 27. 11:33,"        [데일리룩]     [워킹맘의데일리룩]깔별로 가지고 있는 겨울 이너 필수템       스맡흐한 현대여성   ・  2021. 1. 27. 11:33   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 오늘의 코디블랙 터틀넥 화이트 셔츠 블랙 일자팬츠 블랙 앵글부츠                    날이 추워지면 필수템으로 꼭 가지고 있어야 하는 패션템은 터틀넥이죠일명 목폴라티!!!폴라티가 콩글리쉬라고 하는데 제일 입에 착 달라붙는 표현인데ㅋㅋㅋㅋㅋㅋ 두꺼운 터틀넥은 히터 빵빵한 사무실에서 입고 있기엔 너무 더워서 얇은 면으로 된 터틀넥을 겨울에 자주 입어요                    워낙 코디할 수 있는 방법이 많고 여기저기 다 잘어울려서 깔별로 가지고 있는 패션잇템이에요블랙 터틀넥을 이너로 입고 화이트셔츠를 입어주면 세상 세련미 뿜뿜                           거추장스러운 아이템 없이 아주 깔끔하게 입을 수 있는 오피스룩이지요!!블로그에 포스팅 하기엔 시간이 좀 걸려서 데일리룩을 한주에 1~2번 뿐이 못올리는데 인스타에는 그날그날 데일리룩을 자주 올리고 있거든요얼마 전에 올린 이 스타일의 데일리룩 좋아하는 인친님들이 엄청 많드라구요                    역시 질리지 않는 깔끔한 오피스룩이 최고 인 것 같아요                           저는 요렇게 입을 때마다 모나미볼펜 같은 느낌이 드는ㅋㅋㅋ터틀넥은 두꺼운 스웨터 보다는 요래 얇은 게 훨씬 더 활용도가 높은 거 같아서구입하고 싶으신 분들은 얇은 면으로 된 터틀넥 추천합니다!!乃​                  ​데일리룩은 인스타에도 업데이트 하고 있으니 놀러오세요!!           팔로워 996명, 팔로잉 420명, 게시물 2,262개 - honeymom 유아식 / 식판식 / 워킹맘(@seosang8)님의 Instagram 사진 및 동영상 보기 www.instagram.com            ​​​​                    ​       ",18,https://blog.naver.com/seosang8/222221530470
67,2021. 1. 21. 16:26,"        OOTD     OOTD : BTS 지민 사복 패션( 미니멀한 남친룩)       siena   ・  2021. 1. 21. 16:26   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 ​안녕하세요?방탄소년단의 인기가 날로 높아지고 있는데요저는 지민으로 입덕했어요.... 춤을 너무 잘추고 쌍거풀 없는 얼굴이 너무 좋아요 ​지민은 174cm로 큰 키는 아닌데 블랙진 워커 조합으로 보완하는 룩을 자주 보여줘요평소 입는 스타일보면 깔끔 그 자체셔츠 슬랙스, 셔츠 청바지 요즘 들어서는 여성복도 입고 좀 더 다양한 룩을 시도하는 거 같아요​​                                                        ​올블랙을 굉장히 자주 입고 나와요적당히 핏되는 슬랙스나 진에 워커나 스니커즈, 로퍼 등을 매치하구요펑퍼짐한 스타일보다는 몸에 달라붙는 옷을 많이 입더라구요​                                            ​스트라이프를 굉장히 좋아해서 자주 입고 나와요인더숲에서도 보니까 다른 멤버들은 광고하고 있는 필라를 입고나오는 반면지민이는 꿋꿋이 본인의 스트라이프 티셔츠를 입고 나오더라구요 ​                                                        ​반바지도 데뷔 초에는 자주 입고 나왔는데 요즘에는 통 보기 힘드네요개인적으로 너무 마른 몸보다는 데뷔 초 때의 탄탄 슬렌더가 훨씬 보기 좋은거 같아요​                                                        ​청바지나, 청셔츠도 잘 소화해요모든 톤을 다 소화하는 우리 지민이....장꾸 스타일 찰떡같이 소화하죠?​                                            ​한동안 샤넬을 엄청나게 입고 나왔던 기억이 납니다그의 재력.... 부럽...그저 부럽...​                                                   ​평소에는 귀엽다가 부산사나이 쾌남모먼트도 보여주다가무대만 올라가면 돌변해서 섹시하고 멋지고 다하는 방탄소년단 지민의 사복패션이었습니다!​                    ​​​​       ",[],https://blog.naver.com/wtothew/222215008566
68,2021. 1. 31. 3:43,        OOTD     [ootd] 1/30       몽꼬실   ・  2021. 1. 31. 3:43   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                            오늘 나의 옷은?​1. 유니클로 / 울트라라이트다운코쿤재킷 / 블랙2. 노이커먼 / NCNNM STUDIO SWEATSHIRT / 네이비3. 캣츠로맨스 / 솔레 FW 플리츠 팬츠 / 그레이4. 프라다 / 코스메틱 파우치 라지 / 블랙(리폼)#유니클로 #울트라라이트다운코쿤재킷 #노이커먼 #스튜디오스웨트셔츠 #캣츠로맨스 #플리츠팬츠 #프라다 #코스메틱파우치 #프라다리폼​​​                    오늘 남편의 옷은?​1. H&M / 패딩 셔츠 재킷2. 이벳필드 / EFF 베츠 맨투맨 /블랙3. 무신사스탠다드 / 루즈 테이퍼드 히든 밴딩 크롭 슬랙스 / 카키#에이치앤엠 #패딩셔츠재킷 #이벳필드 #맨투맨 #무신사스탠다드 #슬랙스 #ootd       ,[],https://blog.naver.com/jakitty/222226073742
69,2021. 1. 5. 7:41,        OOTD     1월 5일 오늘의 OOTD(비니 워크셔츠 모크넥 헨리코튼 패딩 청바지 스웨이드 패니로퍼)       거니아빠   ・  2021. 1. 5. 7:41   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 오늘의 날씨 서울 -6/-2도이번주에는 계속 춥네요. 단단히 입어야겠습니다.비니 워크셔츠 모크넥 헨리코튼 패딩 청바지 스웨이드 패니로퍼오늘도 여전히 감기 조심. 코로나 조심.​                    ​       ,39,https://blog.naver.com/guniappa/222196757554
70,2021. 1. 21. 23:29,"        남자옷이야기-THE GUY     패션 피플 더 가이 불량소년의 2021년 1월 21일 목요일 데일리룩(대구 영도 벨벳 맞춤 코트, 스웨터,울 팬츠)       불량소년   ・  2021. 1. 21. 23:29   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 패션 피플 대구 더 가이 불량소년의 2021년 1월 21일 목요일 데일리룩입니다.​                    ​대구 기온 최저 -2도, 최고 10도로, ​TV 방송 일기 예보에서는 비가 온다고 하였지만, ​오전까지 맑다가 오후 2시에 잠깐 약한 보슬비가 오다 흐린 오늘, ​                    ​3년 전 타임 정장을 제작하는 영진사에 원단을 주고 시스템 오더 MTM 맞춤으로 제작한 전 세계에서 벨벳으로 가장 좋다고 하는 대구 영도 벨벳의 일반 벨벳 보다 기모(털)가 많이 긴 넓은 골의 귀한 면 100% 벨벳 코트를 아우터 베이스로 하여, ​                    ​카라 안쪽에 털이 있는 것 같이 짠, 두툼하고 아주 따뜻한 피케 셔츠 스타일의 일본산 울 90% 나일론 10%의 아주 고급 스웨터와 면, 레이온, 아크릴, 나일론 혼방의 일본산 좀 짙은 흐린 갈색 터틀넥과 영진사에서 시스템 오더 MTM 맞춤으로 제작한  1야드 당 330g의 좀 두터운  이태리 콜롬보의 울 100% 팬츠에,                     ​7년 전인가 알렉스 슈즈에서 구입한 영국 구두 전문 브랜드 헤링 슈즈의 스웨이드 처커부츠와 10년 전 서울 신세계 본점 영국 구두 전문 브랜드 크라켓 앤 존스 매장에서 벨트는 세일을 하지 않기에 5개를 구입하면서 10% DC를 받아 1개 당 27만 원에 구입한 스웨이드 처커부츠와 같은 색상의 갈색  브라운 스웨이드 벨트로 복장을 꾸미고,​                    ​이태리 장갑 전문 브랜드 오메가 글러브 스웨이드 장갑으로 마무리하는 데일리룩을 하였습니다.                     ​오늘 데일리룩의 스웨터도 아주 좋은 것이지만, 시스템 오더 MTM 맞춤으로 한 대구 영도 벨벳 코트 어떻습니까~~~!​                    ​전 세계에서 벨벳은 대구 영도 벨벳을 최고로 쳐 주는데,​대구 영도 벨벳에서 면벨벳은 국내에 수요 되고 판매되는 것은 다 비스코스이고, ​면 벨벳은 외국에서 원사가 들어와 재직하여 수출하는 것으로, ​대구 영도 벨벳 본사를 찾아가도 구할 수 없던 것을,​원사가 들어올 때 재직하는 양보다 좀 더 주는 남은 양의 로스 분이 회사에서 모르게 공장에서 흘러나온 것이라 원단도 싸게 구하였고,​비스포크 맞춤 공임에 비해 반값인  시스템 오더 MTM 맞춤으로 제작하였지만,​                    ​지금까지 복장을 꾸며보니 명작이라고 생각되어 항상 자랑을 하는데,​                    ​저 불량소년을 아시는 분들마다 감탄을 하다시피 하는 스토리가 있는 옷의 코트가 되었습니다. ​                    ​그리고 대구 영도 벨벳 코트 자연 섬유 100%에다 벨벳 표면의 기모 털이 세월이 지나면 햇빛에 바래는 에이징(길들이는 것)이 되어 기모 안쪽과 좀 틀리는 그러데이션 이중 색이 되기에 세월이 지날수록 더욱 멋져질 것이며,​                    ​저 불량소년이 나이 80세가 되어도 색상이 윤이 있는 라이트 골드 브라운이라 더 멋진 데일리룩의 코트가 될 것입니다. ​                    ​앉아 고개를 돌리고 사진을 찍으려고 하니, 두터운 스웨터의 카라에 턱이 가리기에 한쪽 카라를 낮추었고,​                    ​양말이 얼마나 많던지 스웨터와 깔 맞춤도 할 수 있었습니다.  ​                    ​그리고 오늘 저 불량소년을 도와주겠다는 과거 블로그에 포스팅한 적이 있는 친구 두 분이 계셔  얼마나 기분이 좋고 즐겁고 힘이 생기든지~~~~~~!^^​시간이 지나면 포스팅에 알려드리겠지만,​한마디로 불소 파워~~~~~~~!입니다​​​​       ",18,https://blog.naver.com/peopleteria/222215408245
71,2021. 1. 14. 19:08,"           라벨라초 데일리룩     질샌 양가죽 구스 패딩(숏버전) - 라벨라초 데일리룩 리뷰에요.       라벨라초   ・  2021. 1. 14. 19:08   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 안녕하세요. 패션 아이템을 소개해 드리는 라벨라초입니다~ ​질샌 양가죽 구스 숏버전 패딩 포스팅입니다.긴버전도 좋지만 조금 짧은 걸 선호하시는 분들도 있으셔도 길이감만 다른 제품으로 리뷰해드려요. 부드러운 양가죽 소재감의 겨울 패딩이에요~넘 이쁨미당~ ^^​양가죽 구스패딩 리뷰 시작할께요~​라벨라초 데일리룩 - 양가죽 구스 패딩                     부드러운 양가죽과구스의 만남으로 고급스러움의 끝판왕을 보여 주는 양가죽 구스 패딩이랄까요.이 아이는 숏버전 구스 패딩이에요.​ 이번 겨울에는 따뜻하고 실용적이면서 심플한 디자인감의,다양하게 코디하실 수 있는 노말한 코디가 가능한 패딩들이 인기가 많은 거 같아요. 클래식하게 입으면서도 멋을 내실 수 있는 양가죽 구스 패딩​수입 화이트 구스 다운은  높은 멋을 내는 것 말고도 보온성은 물론 엄선과 공정 처리를 거쳐 전혀 냄새나지 않아요. 가벼우며 한번 입으면 벗기가 싫을 정도로 고급스럽답니다.양가죽 원단으로 부드럽고 아기 피부처럼 매끈하고 핏감 자체도 편하고요.튀지 않으면서 멋스러움을 추구 할 수 있는 데일리 아우터로 무심코 툭 걸쳐 입어줬을 뿐인데 고급스러움이 절로 묻어나요. ㅎㅎ구스 다운은 매우 높은 부풀림을 가지고 있어요.넥부분 안에도 충전 다운이 있어 잠궜을 때 넥라인이 상당히 따뜻해요~~​겨울 제품이 빨리 품절되는 거래처에요.문의는 허리업~!​​선주물 할인기간 1/12-1/20일까지만                                                                 질샌더 양가죽 구스패딩​fabric : goose down 90 외      sheepskin 100M = 어깨너비 54 가슴둘레 59  길이 65 소매길이 48 L = 어깨너비 55 가슴둘레 61 길이 66 소매길이 49 XL = 어깨너비 56 가슴둘레 62 길이 67 소매길이 50​​​* 사이즈를 측정하는 방법에따라 1-2cm오차가 생길수 있는 점 참고해주세요.​​이웃만 구매 가능하셔요.(이웃추가   서로이웃   알람설정 고고고)​​​카톡 문의주셔요~✔️카톡 문의가 빨라요.✔️카카오톡 문의 : dailychic                                                                                                                      ​                                                                                                            ​지금까지 라벨라초양가죽 구스패딩 리뷰였어요.​소장품에 더 궁금한 건 꼭 (이웃 추가   서로이웃 추가​)하시고 카톡이나 비밀 댓글 문의주세요.​​​카카오톡 아이디 : dailychic       ",0,https://blog.naver.com/chohane0204/222207461491
72,2021. 1. 10. 12:10,        OOTD     1월 10일 오늘의 OOTD(비니 머플러 무스탕 치노팬츠)       거니아빠   ・  2021. 1. 10. 12:10   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 오늘의 날씨 서울 -15/-2도아직도 한파가 여전하네요. 추워요 추워. 비니 머플러 무스탕 치노팬츠오늘도 여전히 감기 조심. 코로나 조심.​                    ​       ,43,https://blog.naver.com/guniappa/222202645394
73,2021. 1. 10. 1:36,           캐시미어100     ​라벨라초 데일리룩 - 막스 캐시미어100비니 2종       라벨라초   ・  2021. 1. 10. 1:36   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 안녕하세요. 패션 아이템을 소개해 드리는 라벨라초입니다~​오늘 손가락 동상걸리는 줄 ~!귀는 떨어지는 줄 알았다니까요.캐시미어100비니가 꼭 필요합니다.잠바를 입어도 패딩에 달린 모자를 써도 귀가 시리고 쑤시는 건 어쩔 수가 없나봐요.ㅜㅜ​제가 필요하니 우리 잇님들도 꼭 필요하지 않겠어요?​죄송합니다. 추워지기 전에 진작 진행해드릴껄!! 후회가 막심하네요.​한정 수량제품이니 문의는 허리업 해주세요~~~~​1/10-1/18일까지만 문의 받을께요.​​​라벨라초 데일리룩 -  막스 캐시미어100비니                                                                막스 캐시미어100비니는 남녀 공용 모자에요.겨울철 체온을 유지하기 좋은 아이템으로 캐시미어100비니라벨라초에서 강력 추천해 드릴께요~패딩에 달려 있는 모자를 써도 안감에 털이 없으면 추워요.모자 안에다가 캐시미어100비니 하나 써주시면 10배 이상의 따뜻함을 느끼실 거에요~~​​두께감 있는 니팅 짜임으로 한겨울에우리 아들 딸들이 쓰면 더 귀여울 거 같은 캐시미어 비니모자~프리사이즈로 남아 여아 모두 착용해도 좋은 아이템~!​선주문 할인 기간 숙지해주시고 문의주세요.-​1.막스 캐시미어100비니 (골지)(아이 / 크림베이지 / 연코코아 / 그레이 / 블랙 )fabric : cashmere 100 size - free 23cm총 5가지 칼라에요.​                    (아이 / 크림베이지 / 연코코아 / 그레이 / 블랙 )                                                                                                            2.막스 캐시미어100비니 (꽈베기)(아이 / 크림베이지 / 연코코아 / 그레이 / 블랙 )fabric : cashmere 100 size - free 26cm총 5가지 칼라에요.                    (아이 / 크림베이지 / 연코코아 / 그레이 / 블랙 )                                                                                         지금까지 라벨라초 막스 캐시미어100비니 리뷰였어요.​​​이웃만 구매 가능하셔요.(이웃추가   서로이웃   알람설정 고고고)​​카톡 문의주셔요~✔️카톡 문의가 빨라요.✔️카카오톡 문의 : dailychic​​​       ,0,https://blog.naver.com/chohane0204/222202413653
74,2021. 1. 22. 14:10, 히마와리 양품점봄 데일리룩 데일리코디 hatcheer 울베레모topomnes 체크 빅쳐츠원피스bottomkacoi 벌룬팬츠outeromnes 스텐폴카라코트 bagcreer 라탄캔버스백 https://smartstore.naver.com/himawari히마와리 양품점 : 네이버쇼핑 스마트스토어안녕하세요 히마와리 양품점입니다smartstore.naver.com  ,4,https://blog.naver.com/himawarishop/222216130081
75,2021. 1. 13. 20:12,           daily     11개월 육아 이야기 문센룩 젊줌마룩 ootd 아기엄마 데일리룩 일상이야기 까르띠에시계 까르띠에팔찌 반클리프앤아펠목걸이 발렌시아가젤리슈즈 에르메스젤리슈즈 마쥬원피스       Petite une   ・  2021. 1. 13. 20:12   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 ​​​​​육아와 일상이야기 이어가요 :)​​​​​                               ​​​​​한 때 아주 유행했던 마쥬 원피스넘나 시원하고 은근히 편했던 옷발렌시아가 젤리슈즈는 일본 여행 가서호텔방에 두고 와 버려 분실 ㅠ바오바오 백은 안 든 지 오래 됐고요​​​​​                    ​​​​​벌써 걸그룹에 빠져드는 거니 아들?​​​​​                    ​​​​​에르메스 블라우스플리츠플리즈 팬츠발렌시아가 젤리슈즈​​​​​                    ​​​​​아기처럼 잠든 하얀 솜뭉치 같은 모찌너는 사랑이야 :)​​​​​                    ​​​​​여름이면 어김없이 사랑하는 조합티파니 리턴투티파니 팔찌까르띠에 프랑세즈​​​​​                    ​​​​​플리츠플리즈 티셔츠올라이츠 레이스팬츠고야드 생루이백에르메스 젤리슈즈​​​​​                               ​​​​​집에서 이런 거 하면 안 되는데넘 지루해 하는 포포를 위해비누방울 놀이 잠시 해 줬어요세상 기뻐하는 아가 :)​​​​​                               ​​​​​마쥬 란초 원피스블랙 롱 가디건레페토 슈즈바네사브루노 백​​​​​어디 쇼핑몰 이었던 거 같아요​​​​​                    ​​​​​같은 듯 다른 패션 ㅋㅋ플리츠플리즈 티셔츠르씨엘블루 레이스 스커트로저비비에 슬리퍼​​​​​                               ​​​​​보세 린넨 티셔츠보세 린넨 팬츠반클리프앤아펠 목걸이까르띠에 러브팔찌벤시몽 스니커즈​​​​​                               ​​​​​꼼데가르송 티셔츠보세 노랑이 롱 슬립원피스판도라 팔찌바네사브루노 백​​​​​                    ​​​​​잠시 집안일 하는 사이울음소리가 들려 가 보니저렇게 장남감에 끼여서 괴로워하던 포포 ㅎㅎ지금은 5세 형아가 되어서 저런 장난감 쯤번쩍 들어요 :)​​​​​                               ​​​​​이번 문센 활동은 나비요정뒷모습만 보면 잘 하나 싶지만어김없이 먹고 있어요 ㅠ ㅋㅋ​​​​​                               ​​​​​머리에 뭐 쓰는 거 한창 싫어할 나이 ㅋㅋ300일 축하 했어요물론 케이크는 다 엄빠 꺼 ㅎㅎ​​​​​                    ​​​​​귀여운 아기코끼리인가 했지만​​​​​                    ​​​​​참 일관성 있게머리에 뭐 쓰는 거 싫어하는 타입 ㅋㅋ​​​​​                               ​​​​​​롱셔츠원피스까르띠에 프랑세즈로저비비에 슬리퍼​​​​​                    ​​​​​​쨘드디어 머리에 뭐 쓰고 한동안 있기 성공했어요밖에 나와서 이것 저것 보여주니가만히 잘 있더라구요 :)​​​​​​오늘 이야기는 여기까지!글 쓰면서 참 열심히 장신구까지 잘 하고 다녔구나열심히 꾸미고 다녔구나 싶어요애 둘 맘이 되고 보니 나를 가꾸는 시간이 어딨나요제대로 씻을 시간도 없네요 ㅠ엄마는 참 대단하다 싶어요​​​​​​       ,8,https://blog.naver.com/petite_une/222206363898
76,2021. 1. 20. 16:38,"        패션코디     아이보리 가디건으로 데일리룩 코디       꼬장   ・  2021. 1. 20. 16:38   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 ​​ 누구나 가디건 하나쯤은 갖고 계실 거예요.~요즘 같은 날씨엔  가볍고 보온성도있어 더욱 많이들 찾으시고요.​그래서 오늘은 가디건 하나로연출할 수 있는 데일리룩 코디를포스팅할게요.​​                    ​​​아이보리 컬러의 기본 카디건 이예요.남녀 공용으로 조금은 박시하고,통통녀들이 입어도 여유있는 스탈입니다.​​                    ​​ 짜임이 굵게 들어간 검정 니트로가운데에 사람 그림이 있어유니크한 느낌을 주네요.​ 이너로 입는 옷에 포인트가 있다면 자칫 밋밋할 수 있는 느낌을 재밌게 표현할 수 있어요.​​​                    ​​겨울이다 보니 블루톤의 티셔츠는 추워 보일 수 있다는 편견이 많은데요.​색상을 선택할 때 스카이블루처럼 채도가 높은 밝은 색상 말고 ​딥블루처럼 어두운 톤의 색상을 선택한다면 오히려 더 따뜻한 느낌을 준답니다.​​                    ​이번엔 가디건인데요,티셔츠처럼 입을 수 있을 정도의 얇은  옷이에요.​ㄱㅏ디건위에 ㄱㅏ디건을 입는다는 게이상해 보일 수도 있을 거예요.​하지만 포인트 코디가 될만한 옷이없다 생각될 때는 카디건의 단추로 포인트를 주면 됩니다.​통일감도 있으면서 단조로움도 없애 주어 세련된 코디가 될 수 있어요.​​                    ​같은 톤의 티셔츠밖에 없다면소품으로 포인트를 주면 됩니다.​이때  모자, 머플러 등 다양하게 선택할 수 있지만 옷하고는 확연히다른 색상을 골라야 합니다.​만약 검은색의 카디건이면 네이비, 블랙보다는 레드, 브라운, 블루 등의 색상이 좀 더 멋진 코디가 됩니다.​​​                    ​​마지막으로 후드티입니다.여기서는 모자가 포인트가 되기에​어떤 색상이든, 어떤 프린트가 있던전부 예쁘게 믹스 매치가 가능하죠~​         오늘의 tip         ​같은 옷이라도 어떻게 포인트를 주느냐에 따라 다른 스타일이 됩니다.​노멀함을 원한다면 단조로운 티셔츠,캐주얼함을 원하면 후드 티,유니크함을 원한다면 프린트나 소품을 활용하면 멋진 데일리룩 완성!!​​​                    ​​귀엽게 동물 프린트의 티셔츠랑 모자를 활용해서산뜻한 느낌의 커플룩으로도 활용해 보세요~^^​​       ",[],https://blog.naver.com/gydnjs7419/222213824376
77,2021. 1. 23. 18:04,"        데일리룩     1월 데일리룩 - 자수 롱 원피스, 레트로 퀼팅 점퍼, 뉴발란스 574, 오프닝 세레모니 에코백       리야   ・  2021. 1. 23. 18:04   URL 복사  이웃추가  본문 기타 기능                      공유하기                   신고하기                 ​​​​​                    ​Outer 레트로 퀼팅 점퍼Dress 자수 슬리브리스 롱 드레스Shoes 뉴발란스 574 Bag 오프닝 세레모니 에코백 ​안녕하세요, 리야입니다.오늘은 한 겨울에도 입기 좋은 롱 원피스 코디를 준비했어요.올 겨울 힙한 퀼팅 점퍼와 자수 롱 드레스를 매치해서 빈티지 무드와  캐주얼 무드 모두 느낄 수 있는 룩입니다.​​​​​​                    ​전 겨울에도 롱 기장의 스커트나 드레스 입는 걸 좋아해서제가 가장 즐겨입는 데일리룩이기도 합니다.롱 스커트, 드레스에 두툼한 스타킹이나 타이즈를 매치하면 팬츠 보다 더 따뜻하거든요.쌀쌀한 겨울 날씨와 살랑이는 스커트의 대조적인 분위기가 매력적이기도 하고요.​                                                     ​레트로 퀼팅 점퍼 retro quilting jumper​이번 겨울 퀼팅 점퍼가 굉장히 힙한데요, 제가 착용한 퀼팀 점퍼는 패턴과 컬러감, 핏이 너무 예뻐서 보자마자 픽해왔던 제품이에요.카키 컬러 베이스에 옅은 연보라톤의 패턴이 매력적이고,적당한 오버핏이라 원피스, 스커트, 팬츠, 어떤 하의에도 매치하기 쉽더라고요.캐주얼에도 드레시한 룩에도 잘 어울려서 데일리템으로 활용하기 좋은 아이템입니다.​ ​​​                    ​오프닝 세레모니 로고 토트 백opening ceremony logo tote bag​함께 매치한 가방은 오프닝 세레모니 에코백입니다. 베이직한 디자인에 심플한 로고 플레이가 예쁜 제품이에요.직 사각형의 군더더기 없는 디자인에 블랙 컬러라 휘뚜루마뚜루 들어주기 좋아서 제 데일리룩 포스팅에도 계절을 불문하고 자주 등장하는 가방이에요.같은 디자인으로 컬러, 소재도 다양하고, 오프닝 세레모니 특유의 간결한 로고 플레이가 돋보이는 예쁜 제품도 많으니 에코백 구입 예정인 분들은 한번 둘러보셔도 좋을 거예요.​​​​                                          ​연보라와 그레이 컬러를 매치해서 여리여리한 무드의 파스텔톤 코디를 완성했어요.원피스가 아이보리 톤이라 다양한 컬러를 섞어줘도 부담이 적은데, 카키 컬러 아우터까지 더하면 투머치 느낌일 것 같아 양말과 운동화는 그레이 컬러로 톤온톤 매치했어요.​                                          ​자수 슬리브리스 롱 드레스embroidery sleeveless long dress​자수 디테일이 매력적인 빈티지한 무드의 자수 슬리브리스 롱 드레스입니다.원단도 제가 좋아하는 요루 원단이라 보자마자 한눈에 반해 픽해온 제품이에요.슬리브리스 디자인이라 이너에 따라 다양한 무드로 착용할 수 있어 실용적이고, 어떤 컬러와도 매칭하기 편한 아이보리 컬러라 이너 컬러 고민할 필요 없어 더욱 편하게 코디할 수 있어요. 암홀도 깊게 파여 있어 니트와도 매치하기 좋아서 초 봄까지 쭉 예쁘게 입을 수 있는 드레스입니다.​​​​​​                    ​빈티지한 무드를 더욱 살려주고 싶어서 체크 패턴의 헤어 슈슈를 더해주었어요.작은 액세서리도 전체적인 룩과 톤을 맞춰 주면 좀 더 세련된 룩을 완성할 수 있어요.​                               ​뉴발란스 574 (그레이)New Balance 574 (gray)​슈즈는 뉴발란스 574입니다. 제가 좋아하는 운동화라 데일리룩 포스팅에서 자주 보여드렸었는데요, 그만큼 매치하기도 쉽고 발도 편해서 자주 신게 되더라고요.뉴발란스도 제품마다 사이즈가 조금씩 상이한데, 574는 정 사이즈로 편하게 신고 있어요. ​​​​                                          ​이 날은 기상청 예고도 없이 폭설이 내렸던 날.갑작스러운 엄청난 폭설에 황당하기도 했지만, 눈이 가득 쌓은 하얀 세상은 진짜 예쁘긴 하더라고요.한 번 더 하얀 세상을 보고 싶지만 이렇게 눈이 펑펑 내리는 건 올겨울 이제 마지막이겠죠..​                    ​전 그럼 또 다른 멋진 데일리룩 준비해서 돌아올게요!항상 긴 글 읽어주셔서 감사합니다.​​​​       ",[],https://blog.naver.com/incompletegirl/222217367059
